issue,polviews,verb_ab,id,quest,answer,arg,counter_arg,exposure,belief_before,belief_now
abpoor,conservative,low,468,Do you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,1,7,4,0,10,70
abpoor,conservative,low,685,Do you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,1,6|0,6,0,5,50
abpoor,conservative,low,954,Do you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,0,6|3|4|0|7,5|1,0,20,50
abpoor,conservative,low,147,Do you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,1,5,5,1,50,50
abpoor,conservative,low,137,Do you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,1,5,7,0,5,60
abpoor,conservative,low,874,Do you think it should be possible for a pregnant woman to obtain a legal abortion if the family has a very low income and cannot afford any more children?,1,1|4|7,1|6|0,0,15,80
abrape,conservative,low,380,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,4|8,6,1,30,70
abrape,conservative,low,106,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,5,6,0,30,65
abrape,conservative,low,397,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,0,6|0,7,1,45,65
abrape,conservative,low,44,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,2,2|6|4,0,40,65
abrape,conservative,low,377,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,5,6|0,0,75,90
abrape,conservative,low,212,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,0,0|1,3|5|0,0,49,79
abrape,conservative,low,932,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,6|0|4|1,6|5|0|4|1,0,35,30
abrape,conservative,low,548,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,5|7|4|1|6|0,3|8,0,90,90
abrape,conservative,low,646,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,3|0,4,1,20,55
abrape,conservative,low,914,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,0,6,0,90,80
abrape,conservative,low,874,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,5|0|7|1,6|5|7|1,0,30,87
abrape,conservative,low,162,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,5|1|0|8,8,0,80,90
abrape,conservative,low,480,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,1|5,0|4,1,5,80
abrape,conservative,low,891,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,0,0|4,5|1,0,65,75
abrape,conservative,low,43,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,0,1,4,0,34,69
abrape,conservative,low,694,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,4,5|0,0,50,50
abrape,conservative,low,664,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,1|5,6|4,0,40,60
abrape,conservative,low,742,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,0,8,5,0,20,60
abrape,conservative,low,146,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,1|6|0|8,5|6|0|8,1,25,90
abrape,conservative,low,147,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,1,7|0,1,50,50
abrape,conservative,low,524,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,0,4,0,50,80
abrape,conservative,low,137,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,5,4,0,40,70
abrape,conservative,low,841,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,1,6|4,0,60,60
abrape,conservative,low,85,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she became pregnant as a result of rape?,1,1|0|5,4,1,20,50
absingle,conservative,low,395,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,8,5,1,10,70
absingle,conservative,low,646,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,0|5|1,6|4,1,10,50
absingle,conservative,low,85,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,4|6,5,0,5,20
absingle,conservative,low,932,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,6|1|0|4,1|5|0,0,5,30
absingle,conservative,low,548,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,1|0|6|4,5,0,50,50
absingle,conservative,low,397,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,6,5,0,30,50
absingle,conservative,low,742,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,0|4|8,5,0,30,60
absingle,conservative,low,320,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,7|8,4|6|0,1,70,85
absingle,conservative,low,178,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,6|0|4|1,1,1,60,80
absingle,conservative,low,106,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,1,0,0,5,70
absingle,conservative,low,43,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,0,4,1,51,77
absingle,conservative,low,480,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,4|0|6,1|7|5,1,2,70
absingle,conservative,low,694,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,4|0,5,0,50,50
absingle,conservative,low,147,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,6,6,1,50,50
absingle,conservative,low,377,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|1,0|6,0,65,85
absingle,conservative,low,137,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,6|4,0,10,70
absingle,conservative,low,954,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,6|2|3|4,5,0,10,10
absingle,conservative,low,146,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|8,6|4|5|0,0,5,50
absingle,conservative,low,44,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,5|0|4|1,0,5,50
absingle,conservative,low,874,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,0|1|7|2,0|3|7|4|6,0,40,68
absingle,conservative,low,212,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,0|5|6,3|5,0,62,12
absingle,conservative,low,891,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,6|0,5,0,30,70
absingle,conservative,low,162,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,8,0,80,90
absingle,conservative,low,380,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,0|4,0|7|1,1,20,50
absingle,conservative,low,628,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,4|1,5,0,5,90
absingle,conservative,low,914,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,6|0,5,0,4,40
busing,conservative,low,891,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7|0,2,0,40,20
busing,conservative,low,742,In general: do you favor the busing of African-American and white school children from one school district to another?,0,3,5,0,50,50
busing,conservative,low,874,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1|3|4|0,2,0,25,65
busing,conservative,low,212,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5|1|7|3,2,0,86,6
busing,conservative,low,377,In general: do you favor the busing of African-American and white school children from one school district to another?,0,1|7,0,0,45,60
busing,conservative,low,338,In general: do you favor the busing of African-American and white school children from one school district to another?,0,1,1,0,50,50
busing,conservative,low,965,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7,1,0,10,75
busing,conservative,low,284,In general: do you favor the busing of African-American and white school children from one school district to another?,1,5,2,0,25,75
busing,conservative,low,275,In general: do you favor the busing of African-American and white school children from one school district to another?,1,3|1|5|0,0|2,0,80,70
busing,conservative,low,646,In general: do you favor the busing of African-American and white school children from one school district to another?,0,3|7|1,1,0,50,50
busing,conservative,low,162,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5|8,1,0,30,40
busing,conservative,low,85,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5|2|6|7|1,5,0,35,15
busing,conservative,low,43,In general: do you favor the busing of African-American and white school children from one school district to another?,1,2,6,0,35,49
busing,conservative,low,480,In general: do you favor the busing of African-American and white school children from one school district to another?,0,8,5,0,1,10
busing,conservative,low,932,In general: do you favor the busing of African-American and white school children from one school district to another?,1,5|1|0,1,0,10,35
busing,conservative,low,106,In general: do you favor the busing of African-American and white school children from one school district to another?,0,1,5,0,25,5
busing,conservative,low,548,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5|7|8,2|0|1,0,60,50
busing,conservative,low,564,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7,1,0,10,60
busing,conservative,low,208,In general: do you favor the busing of African-American and white school children from one school district to another?,0,0|4|6,0|1|6,0,50,50
busing,conservative,low,137,In general: do you favor the busing of African-American and white school children from one school district to another?,0,4|1,5,0,40,5
busing,conservative,low,380,In general: do you favor the busing of African-American and white school children from one school district to another?,0,8,3,0,20,90
busing,conservative,low,397,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7,0,0,20,20
busing,conservative,low,148,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7,1,0,25,55
busing,conservative,low,332,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5,5,0,90,20
busing,conservative,low,169,In general: do you favor the busing of African-American and white school children from one school district to another?,0,4|1|0,8,0,50,1
busing,conservative,low,147,In general: do you favor the busing of African-American and white school children from one school district to another?,1,0,0,1,50,50
busing,conservative,low,694,In general: do you favor the busing of African-American and white school children from one school district to another?,0,8,5,0,95,25
busing,conservative,low,395,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5,3,0,90,10
colath,conservative,low,675,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,1,1,0,20,70
colath,conservative,low,891,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5,4|3,0,55,35
colath,conservative,low,44,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5,3|4,0,10,45
colath,conservative,low,377,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,7|5|1,3,0,65,88
colath,conservative,low,465,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,3|7|5,7|5|1,0,25,60
colath,conservative,low,137,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5,4,0,20,60
colath,conservative,low,147,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,5,5,1,50,50
colath,conservative,low,304,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,3|5|4|1,8,0,10,40
colath,conservative,low,380,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,8,8,0,10,30
colath,conservative,low,914,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,1,4,0,3,65
colath,conservative,low,694,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5|1,1,0,30,50
colath,conservative,low,450,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,8,8,1,80,40
colath,conservative,low,178,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,0,5,0,60,40
colath,conservative,low,548,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5|1|4,8,1,30,70
colath,conservative,low,932,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,3|4|2,5|1,0,5,25
colath,conservative,low,106,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5,5,0,10,25
colath,conservative,low,43,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,5,6,0,56,31
colath,conservative,low,965,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,3,5,0,10,75
colath,conservative,low,397,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,1,3|2,0,5,30
colath,conservative,low,841,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,1|5,4,0,20,30
colath,conservative,low,628,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5,5,0,20,100
colath,conservative,low,85,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,3|2,5,0,50,40
colath,conservative,low,212,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,2|4|5|1|3,2|1,0,13,51
colath,conservative,low,332,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,1,1,0,30,95
colath,conservative,low,162,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5|8,3,0,90,95
colath,conservative,low,208,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,0,6|3|0|4,6|0|5,0,80,80
colath,conservative,low,646,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,5,7,0,25,50
colath,conservative,low,750,There are always some people whose ideas are considered bad or dangerous by other people. For instance: somebody who is against all churches and religion -- should such a person be allowed to teach in a college or university?,1,1,3,0,35,30
colcom,conservative,low,593,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,7,0,75,15
colcom,conservative,low,119,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,1,5,5,0,35,85
colcom,conservative,low,43,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,2,0,50,75
colcom,conservative,low,128,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,2,0,75,30
colcom,conservative,low,212,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,1,1|3,1|5|3|2|4,0,67,50
colcom,conservative,low,397,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1,2,0,40,25
colcom,conservative,low,380,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1|5,5,0,50,20
colcom,conservative,low,137,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,3,0,70,20
colcom,conservative,low,85,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,1,3|2,5|1,0,65,56
colcom,conservative,low,106,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,1,3,1,0,80,25
colcom,conservative,low,548,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,1,3|8,0|1,0,99,70
colcom,conservative,low,146,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5|8,8,0,100,75
colcom,conservative,low,7,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,3,0,100,75
colcom,conservative,low,377,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1|5|0,3|2|0,0,30,10
colcom,conservative,low,147,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1,1,1,50,50
colcom,conservative,low,874,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1|4|5,0|3|2,0,20,35
colcom,conservative,low,480,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1,5,0,80,10
colcom,conservative,low,162,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1|5|8,8,0,50,60
colcom,conservative,low,16,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,2,1,100,20
colcom,conservative,low,215,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,3|1|5,2|8,0,20,80
colcom,conservative,low,542,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,5,0,92,50
colcom,conservative,low,932,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,1,3|4|1,3|7|1|5,0,75,58
colcom,conservative,low,468,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,1,3,5,0,90,90
colcom,conservative,low,940,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5|1,3,0,20,15
colcom,conservative,low,694,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,1|5,3|4,0,30,50
colcom,conservative,low,891,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,2,0,90,75
colcom,conservative,low,506,Consider a man who admits he is a Communist. Suppose he is teaching in a college. Should he be fired?,0,5,4,0,94,42
colhomo,conservative,low,147,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,1,1,50,50
colhomo,conservative,low,556,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,5|1|0,4|0|3,0,1,75
colhomo,conservative,low,570,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,0|3|5,0,0,20,75
colhomo,conservative,low,212,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,3|1|0|5,3|1|0,0,10,98
colhomo,conservative,low,178,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,1|3|4,0,1,90
colhomo,conservative,low,874,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,0|1|5,4|2|5,0,20,60
colhomo,conservative,low,397,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4,0,30,80
colhomo,conservative,low,380,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,0|5|1,4,0,60,90
colhomo,conservative,low,43,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4,0,43,85
colhomo,conservative,low,162,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1|5,8,0,80,95
colhomo,conservative,low,914,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,8,4,0,2,60
colhomo,conservative,low,462,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,0,4,5,0,1,50
colhomo,conservative,low,44,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,5,5,0,1,70
colhomo,conservative,low,548,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,5|1,2|3,0,25,75
colhomo,conservative,low,694,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4|1|5,0,50,50
colhomo,conservative,low,506,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4,0,10,78
colhomo,conservative,low,932,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,5|1|0,1|4|3,0,20,80
colhomo,conservative,low,530,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,0,4,1,0,15,85
colhomo,conservative,low,377,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1|5|0,3,0,75,85
colhomo,conservative,low,767,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,0|1|3,2|4|5|3,0,5,80
colhomo,conservative,low,841,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4,0,25,60
colhomo,conservative,low,965,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4,0,10,90
colhomo,conservative,low,421,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,7|0,7|3|0|4,1,10,80
colhomo,conservative,low,85,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,0,3|4,5|1,1,25,55
colhomo,conservative,low,106,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,5,4,0,20,75
colhomo,conservative,low,891,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,3|5|0,4,0,50,80
colhomo,conservative,low,480,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1|5,4|3,0,40,90
colhomo,conservative,low,137,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4,0,10,90
colhomo,conservative,low,16,Consider a man who admits that he is a homosexual. Should such a person be allowed to teach in a college or university?,1,1,4,1,10,80
colmil,conservative,low,898,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,8,3,0,15,10
colmil,conservative,low,380,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,8,5,0,10,40
colmil,conservative,low,468,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,3,8,0,1,5
colmil,conservative,low,694,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,5,3,0,50,50
colmil,conservative,low,690,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,5|8,7|5,0,20,10
colmil,conservative,low,450,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,8,5,0,10,60
colmil,conservative,low,932,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,5|1,3|2|1,0,65,40
colmil,conservative,low,106,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,2,5,0,5,40
colmil,conservative,low,874,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,1|7|0|6|5|4,2|5|3,0,2,7
colmil,conservative,low,832,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,1|8,1,0,40,60
colmil,conservative,low,146,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,8,5,0,95,20
colmil,conservative,low,44,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,1,5,0,5,35
colmil,conservative,low,43,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,1,3,0,10,30
colmil,conservative,low,85,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,0|5|1|6,7|5,0,65,75
colmil,conservative,low,275,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,4|3|2,1|5,0,20,30
colmil,conservative,low,570,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,4|2|3|7,1,0,25,1
colmil,conservative,low,377,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,5|1,2|3,0,80,80
colmil,conservative,low,465,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,5|1|2|6,1|6,0,35,15
colmil,conservative,low,548,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,2|1|7|6,3|0,0,10,10
colmil,conservative,low,212,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,7|3|2|4,1,0,21,52
colmil,conservative,low,162,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,1|8,7|3|8,0,70,70
colmil,conservative,low,891,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,5,3|2,0,20,40
colmil,conservative,low,137,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,5,3,0,30,70
colmil,conservative,low,147,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,0,2,2,1,50,50
colmil,conservative,low,397,Consider a person who advocates doing away with elections and letting the military run the country. Should such a person be allowed to teach in a college or university?,1,1,3|2,0,45,45
colrac,conservative,low,85,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3|0|6,1|5,0,35,15
colrac,conservative,low,212,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,4|1|3|0,6|5|0,0,2,48
colrac,conservative,low,965,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,5,0,85,15
colrac,conservative,low,646,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,0,5,0,50,30
colrac,conservative,low,178,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,8,1,0,90,20
colrac,conservative,low,480,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5|1,0|1,0,75,70
colrac,conservative,low,914,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1|0,5,0,95,65
colrac,conservative,low,43,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,1,4,0,80,50
colrac,conservative,low,742,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1,8,0,60,20
colrac,conservative,low,694,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,5,5,0,50,50
colrac,conservative,low,841,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,1|0,5,0,10,25
colrac,conservative,low,891,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,0,3|1,5,0,40,25
colrac,conservative,low,380,Consider a person who believes that Blacks are genetically inferior. Should such a person be allowed to teach in a college or university?,1,8,0,0,50,50
